Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60939WS Thin and Light Laptop (14 inch, Misty Grey, 1.42 Kg, With MS Office)",Asus,,intel core i5 13th gen 13420h,,32 gb,512 gb,14 inch,1.42 kg,windows 11,57990.0,114990.0,49.0,4.3,272.125,"Intel Core i5 Processor (13th Gen) | 32 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty",https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i5-13th-gen-13420h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60939ws-thin-light-laptop/p/itm50988c1fc56e6?pid=COMH8Z2QGRVBX4AF&lid=LSTCOMH8Z2QGRVBX4AF72IMNQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=65b10451-2c08-4204-aa27-1d50f6e98e73.COMH8Z2QGRVBX4AF.SEARCH&ppt=None&ppn=None&ssid=gbqfss2gw00000001765368641285&qH=c06ea84a1e3dc3c6,32.0,512.0,14.0,1.42
"Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Laptop (14 inch, Iron Grey, 1.4 kg, With MS Office)",Lenovo,,intel core i3 13th gen 1315u,,16 gb,512 gb,14 inch,1.4 kg,windows 11,38890.0,85000.0,54.0,4.3,2.0,"Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",https://www.flipkart.com/lenovo-v-14-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm2ad1347e69711?pid=COMHF4NGPTGFPY2G&lid=LSTCOMHF4NGPTGFPY2G3FOAT1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHF4NGPTGFPY2G.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) ANV15-52 Gaming Laptop (15.6 inch, Obsidian Black, 2.113 Kg)",Acer,,intel core i5 13th gen 13420h,NVIDIA GeForce RTX 5050,16 gb,512 gb,15.6 inch,,windows 11,74990.0,114999.0,34.0,4.0,25.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/acer-nitro-v-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-5050-anv15-52-gaming-laptop/p/itm5275d4567d04c?pid=COMHF8KZGUMD7GHG&lid=LSTCOMHF8KZGUMD7GHGBONZPK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHF8KZGUMD7GHG.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1407QA-LY088WS Thin and Light Laptop (14 Inch, Platinum Gold, 1.49 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,14 inch,1.49 kg,windows 11,52990.0,81990.0,35.0,4.4,34.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly088ws-thin-light-laptop/p/itm50b9ac5b77ae0?pid=COMHEDHREAGHHPGG&lid=LSTCOMHEDHREAGHHPGGDRJ6MG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAZlI0PVoMYS6S5-I37ezMCp6lHUgV1CBhN-vtsG-WIcKPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.49
"Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) NL16-71G Gaming Laptop (16 Inch, Pure White, 1.95 Kg)",Acer,,intel core i5 13th gen 13420h,NVIDIA GeForce RTX 3050,16 gb,512 gb,16 inch,1.95 kg,windows 11,57990.0,84999.0,31.0,4.5,5.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Warranty,https://www.flipkart.com/acer-nitro-lite-16-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-nl16-71g-gaming-laptop/p/itm43c6049515309?pid=COMHDFTZNV9NKCNE&lid=LSTCOMHDFTZNV9NKCNEGCLHOY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHDFTZNV9NKCNE.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.95
"ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940WS Thin and Light Laptop (14 inch, Misty Grey, 1.42 Kg, With MS Office)",Asus,,intel core i7 13th gen 13620h,,32 gb,512 gb,14 inch,1.42 kg,windows 11,70990.0,129990.0,45.0,4.3,57.0,"Intel Core i7 Processor (13th Gen) | 32 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty",https://www.flipkart.com/asus-expertbook-p1-high-performance-processor-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMH8Z2QT98FWRGH.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,32.0,512.0,14.0,1.42
"Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and Light Laptop (14 inch, Luna Grey, 1.39 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,1 tb,14 inch,1.39 kg,windows 11,65990.0,97290.0,32.0,4.6,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home 2024 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-full-metal-body-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm1df1fe93dcbfd?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS6PPM9N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAYOTviDTfpytNX8DB0IV2_l_JcD78KglyzQSnmvyPmMMPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.39
"Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin and Light Laptop (15.6 Inch, Silver, 1.79 Kg)",Acer,aspire,ryzen 3,,8 gb,512 gb,15.6 inch,1.79 kg,windows 11,28499.0,44990.0,36.0,4.1,93.0,AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-as15-42-a325-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.79
"Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A (13.6 Inch, Midnight, 1.24 kg)",Apple,macbook,apple m2,,16 gb,256 gb,13.6 inch,1.24 kg,mac os,64599.0,85900.0,24.0,4.6,272.125,"Apple M2 Processor | 16 GB Unified Memory RAM | Mac OS Operating System | 256 GB SSD | 34.54 cm (13.6 Inch) Display | Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather | 1 Year Limited Warranty",https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7x4hn-a/p/itmdc5308fa78421?pid=COMH64PY76CJKBYU&lid=LSTCOMH64PY76CJKBYUOL7TOK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMH64PY76CJKBYU.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,256.0,13.6,1.24
"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop (11.6 inch, Steel Grey, 1.0 kg)",Acer,aspire,intel celeron dual core,,8 gb,512 gb,11.6 inch,1.0 kg,windows 11,21177.0,39999.0,47.0,3.8,272.125,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 29.46 cm (11.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4DENIAM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMH7NCZY2QDJ5Z4.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,11.6,1.0
"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light Laptop (15.6 inch, Steel Grey, 1.50 kg)",Acer,aspire,intel celeron dual core n4500,,8 gb,512 gb,15.6 inch,1.50 kg,windows 11,23990.0,33999.0,29.0,3.9,267.0,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year International Travelers Warranty (ITW),https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH59ENQYHDYJGX&lid=LSTCOMH59ENQYHDYJGX1QWEL9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMH59ENQYHDYJGX.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.5
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,512 gb,14 inch,1.4 kg,windows 11,57990.0,104890.0,44.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZOGJOIN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAaEWr1QBcrKwXcXUJlRCsU32vPMNHEYgO6mIWyvjLU8bfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAYxY0CJ4DUyZ4j8Dc_QqBh7UN6nIDnvktP5ZaTGEcFXsvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) NP750XQB-KA1IN Thin and Light Laptop (15.6 inch, Sapphire Blue, 1.55 Kg, With MS Office)",Samsung,,snapdragon x,,16 gb,512 gb,15.6 inch,1.55 kg,windows 11,64990.0,92390.0,29.0,4.4,145.0,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHE4ATFWNVHXHS.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.55
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 2 Thin and Light Laptop (15.6 inch, Cloud Grey, 1.65 kg, With MS Office)",Lenovo,ideapad,ryzen 5,,8 gb,512 gb,15.6 inch,1.65 kg,windows 11,32990.0,47290.0,30.0,4.2,272.125,AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Office Home and Student 2021 | 1 Year Onsite + 1 Year Accidental Damage Protection,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15acl6-15alc7-2-thin-light-laptop/p/itm3680fb576eb7b?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9PP14ET&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMG9VHHF6HVJPP9.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.65
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNCQMECQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAY3Qma9Hk55EdLyqCMwe5PhU8cIgwb5IjVTIrL2l3WZPPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,1 tb,14 inch,1.4 kg,windows 11,61990.0,110490.0,43.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-1-tb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmd38998009f90e?pid=COMHAUZWMJNUBXVE&lid=LSTCOMHAUZWMJNUBXVEFCZ6QJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAbyfGHx1PFGkqkZTXD2Lg1lDrDG0uCRXMlnSI0nKjUD4fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.4
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ320WS Thin and Light Laptop (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",Asus,vivobook,intel core i3 13th gen 1315u,,8 gb,512 gb,15.6 inch,1.70 kg,windows 11,37990.0,56990.0,34.0,4.3,168.0,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj320ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGYSFGRDEFFPY6&lid=LSTCOMGYSFGRDEFFPY63ZRZFN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMGYSFGRDEFFPY6.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.7
"Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook (14 Inch, Abyss Blue, 1.3 Kg)",Lenovo,chromebook,mediatek kompanio 520,,4 gb,128 gb,14 inch,1.3 kg,chrome os,13999.0,28690.0,51.0,3.9,272.125,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGMC9HLZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMGSYYSHRSUEGMG.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,4.0,128.0,14.0,1.3
"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek kompanio 520,,4 gb,,11.6 inch,1.23 kg,chrome os,9999.0,16298.0,38.0,4.0,139.0,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAAREQMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHA9FK8YXVUUWA.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebook Gen 4 Chromebook (11.6 inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek kompanio 520,,8 gb,,11.6 inch,1.23 kg,chrome os,11999.0,22490.0,46.0,4.0,139.0,MediaTek Kompanio 520 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 inch) Display | 1 Year Carry In Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-8-gb-64-gb-emmc-storage-chrome-os/p/itm10f2fa5775092?pid=COMHC5G9YPVUM34V&lid=LSTCOMHC5G9YPVUM34VZ0HVSZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=d35ba266-9991-4189-977e-78bac46a5fdb.COMHC5G9YPVUM34V.SEARCH&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,8.0,512.0,11.6,1.23
"MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 7 255 H - (32 GB/1 TB SSD/Windows 11 Home) Motobook 60 14IAH101 Thin and Light Laptop (14 inch, PANTONE Wedgewood, 1.39 Kg, With MS Office)",Motorola,,intel core ultra 7 255,,32 gb,1 tb,14 inch,1.39 kg,windows 11,82990.0,132890.0,37.0,4.6,8.0,Intel Core Ultra 7 Processor | 32 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home & Student 2024 | 1 Year Warranty,https://www.flipkart.com/motorola-motobook-60-pro-full-metal-oled-ai-pc-intel-core-ultra-7-255-h-32-gb-1-tb-ssd-windows-11-home-14iah101-thin-light-laptop/p/itm59cdb71a3e82b?pid=COMHFC2CMTHVXJZR&lid=LSTCOMHFC2CMTHVXJZRLW8AJ5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_PTAkwvT2hSY51JdYW-uZ-x2Rq6gBvq0bXurDGQ2OsAaxpgSwtatVCYN6-TA_nQ0k-M82wU9V2JNJVZ_tYS1hMPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=hdrdn4tecg0000001765368646867&qH=c06ea84a1e3dc3c6,32.0,1024.0,14.0,1.39
