Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 Business Laptop (14 inch, Black, 1.47 kg)",Hp,,intel core i5 11th gen inte,,8 gb,512 gb,14 inch,1.47 kg,windows 11,58999.0,64999.0,9.0,4.0,6.0,Intel Core i5 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | NA | 1 Year Onsite Domestic Warranty,https://www.flipkart.com/hp-g8-series-intel-core-i5-11th-gen-intel-core-i5-1135g-8-gb-512-gb-ssd-windows-11-home-240-business-laptop/p/itmf1ca83d7a968d?pid=COMGMU7XEJNDNFNV&lid=LSTCOMGMU7XEJNDNFNVLG9KFD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_796&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGMU7XEJNDNFNV.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,8.0,512.0,14.0,1.47
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1407QA-LY088WS Thin and Light Laptop (14 Inch, Platinum Gold, 1.49 Kg, With MS Office)",Asus,vivobook,snapdragon x,,16 gb,512 gb,14 inch,1.49 kg,windows 11,52990.0,81990.0,35.0,4.4,34.0,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly088ws-thin-light-laptop/p/itm50b9ac5b77ae0?pid=COMHEDHREAGHHPGG&lid=LSTCOMHEDHREAGHHPGGDRJ6MG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_797&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT_2ByQEZk-ofcDUgHEcQHRn6lHUgV1CBhN-vtsG-WIcKPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.49
"ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 5080/165 Hz/175 W) G615LW-RV148WS Gaming Laptop (16 inch, Eclipse Gray, 2.65 kg, With MS Office)",Asus,,intel core ultra 9 275h,NVIDIA GeForce RTX 5080,32 gb,1 tb,16 inch,2.65 kg,windows 11,103490.0,164723.0,21.0,4.8,0.0,"Intel Core Ultra 9 Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year | 1 Year Onsite Warranty",https://www.flipkart.com/asus-rog-strix-g16-2025-office-2024-m365-basic-intel-core-ultra-9-275hx-32-gb-1-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-5080-165-hz-175-w-g615lw-rv148ws-gaming-laptop/p/itm20b5d68f8b36e?pid=COMHBGQ4KHERYNBA&lid=LSTCOMHBGQ4KHERYNBA0UOAKY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_799&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMHBGQ4KHERYNBA.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,32.0,1024.0,16.0,2.65
"MSI Stealth 17 Intel Core i7 13th Gen 13700H - (16 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070/240 Hz) Stealth 17 Studio A13VG-029IN Gaming Laptop (17.3 Inch, Black, 2.8 Kg)",Msi,,intel core i7 13th gen 13700h,NVIDIA GeForce RTX 4070,16 gb,2 tb,17.3 inch,2.8 kg,windows 11,103490.0,164723.0,,,,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 2 TB SSD | 43.94 cm (17.3 Inch) Display | 2 Year Onsite Warranty,https://www.flipkart.com/msi-stealth-17-intel-core-i7-13th-gen-13700h-16-gb-2-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-studio-a13vg-029in-gaming-laptop/p/itm8dcc50d580dd9?pid=COMGZ5F3P7SB7BAY&lid=LSTCOMGZ5F3P7SB7BAYQRSTUV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_800&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGZ5F3P7SB7BAY.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,2048.0,17.3,2.8
"MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 7 255 H - (32 GB/1 TB SSD/Windows 11 Home) Motobook 60 14IAH101 Thin and Light Laptop (14 inch, PANTONE Wedgewood, 1.39 Kg, With MS Office)",Motorola,,intel core ultra 7 255,,32 gb,1 tb,14 inch,1.39 kg,windows 11,82990.0,132890.0,37.0,4.6,8.0,Intel Core Ultra 7 Processor | 32 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home & Student 2024 | 1 Year Warranty,https://www.flipkart.com/motorola-motobook-60-pro-full-metal-oled-ai-pc-intel-core-ultra-7-255-h-32-gb-1-tb-ssd-windows-11-home-14iah101-thin-light-laptop/p/itm59cdb71a3e82b?pid=COMHFC2CMTHVXJZR&lid=LSTCOMHFC2CMTHVXJZRLW8AJ5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_802&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT-AYtBC6y-u2UuwN1smHleti-dn6oNEo-ekJrpSD4S-hvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,32.0,1024.0,14.0,1.39
"Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop (15.6 inch, Iron Grey, With MS Office)",Lenovo,,intel core i3 12th gen,,16 gb,512 gb,15.6 inch,,windows 11,38541.0,52990.0,27.0,4.1,10.0,Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1-Year,https://www.flipkart.com/lenovo-intel-core-i3-12th-gen-16-gb-512-gb-ssd-windows-11-home-v14-thin-light-laptop/p/itmc3562e2732a4c?pid=COMH6ACMHPWDN4V3&lid=LSTCOMH6ACMHPWDN4V3WH3XEI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_804&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMH6ACMHPWDN4V3.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73T-70N9 Thin and Light Laptop (14 Inch, Pure Silver, 1.3 Kg, With MS Office)",Acer,swift,intel core ultra 7 155h,,16 gb,1 tb,14 inch,1.3 kg,windows 11,101999.0,329.0,10.0,4.1,16.0,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | 1 Year Carry-in Warranty,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_805&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGZH2UFKEB5PP4.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.3
"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK5541WS | E1404FA-EB2541WS Thin and Light Laptop (14 inch, Cool Silver, 1.38 Kg, With MS Office)",Asus,vivobook,ryzen 5,,16 gb,512 gb,14 inch,1.38 kg,windows 11,44490.0,52990.0,16.0,4.2,164.0,"AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1404fa-nk5541ws-e1404fa-eb2541ws-thin-light-laptop/p/itmb7bbc704466cd?pid=COMH9SJ9G3HZFQS3&lid=LSTCOMH9SJ9G3HZFQS3Q7LHH6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_806&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMH9SJ9G3HZFQS3.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.38
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop (15.6 inch, Arctic Grey, With MS Office)",Lenovo,ideapad,intel core i5 12th gen 12450h,,16 gb,512 gb,15.6 inch,,windows 11,46990.0,70990.0,33.0,4.2,31.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_807&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT_5JwGBVUCPir88L8mt7jPv_CwZzz2sbQeAQoP1tQYFBvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and Light Laptop (14 inch, Luna Grey, 1.39 Kg, With MS Office)",Lenovo,ideapad,intel core i5 13th gen 13420h,,16 gb,1 tb,14 inch,1.39 kg,windows 11,65990.0,97290.0,32.0,4.6,3.0,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Office Home 2024 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-oled-full-metal-body-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm1df1fe93dcbfd?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS6PPM9N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_808&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT8e4fGxbdf1oVJd7QXXMpissKJSFN_8qRcApQ3mQbDClPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.39
"ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeForce RTX 5070 Ti/165 Hz/140 W) G614PR-RV032WS Gaming Laptop (16 inch, Eclipse Gray, 2.5 kg, With MS Office)",Asus,,ryzen 9,NVIDIA GeForce RTX 5070 ti,16 gb,1 tb,16 inch,2.5 kg,windows 11,103490.0,164723.0,8.0,4.6,1.0,"AMD Ryzen 9 16 Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year | 1 Year Onsite Warranty",https://www.flipkart.com/asus-rog-strix-g16-2025-office-2024-m365-basic-amd-ryzen-9-16-core-8940hx-16-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-5070-ti-165-hz-140-w-g614pr-rv032ws-gaming-laptop/p/itm2ba68f87808a6?pid=COMHBGQ4EJZZCR3C&lid=LSTCOMHBGQ4EJZZCR3CXTJZB9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_809&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMHBGQ4EJZZCR3C.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,1024.0,16.0,2.5
"MSI Prestige 14 AI Evo Intel Core Ultra 7 255H - (32 GB/1 TB SSD/Windows 11 Home) Prestige 14 AI Evo C2HMG-087IN Thin and Light Laptop (14 Inch, Stellar Gray, 1.7 Kg, With MS Office)",Msi,,intel core ultra 7 255h,,32 gb,1 tb,14 inch,1.7 kg,windows 11,103490.0,128990.0,14.0,,,Intel Core Ultra 7 Processor | 32 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home & Student 2021 | 2 Year On-Site Warranty,https://www.flipkart.com/msi-prestige-14-ai-evo-intel-core-ultra-7-255h-32-gb-1-tb-ssd-windows-11-home-c2hmg-087in-thin-light-laptop/p/itm03f6225f25611?pid=COMH9DHFRBF55GN8&lid=LSTCOMH9DHFRBF55GN8QMRIR3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_810&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMH9DHFRBF55GN8.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,32.0,1024.0,14.0,1.7
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNCQMECQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_811&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT-hpvNqtlSEcaOfIBwuyE6YU8cIgwb5IjVTIrL2l3WZPPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i7,,16 gb,512 gb,14 inch,1.4 kg,windows 11,57990.0,104890.0,44.0,4.4,75.0,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZOGJOIN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_812&otracker=search&fm=organic&iid=en_KaNG-7CJI0f9Tlzi2mjWbtXRXDbXdR_XL3pqCqOXCT8IONcMTPyqQArzD8GFJ2TrhrWVvAIhvAGcT5rMmOAZRPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",Dell,inspiron,intel core i5 12th gen 1235u,,16 gb,512 gb,15.6 inch,1.65 kg,windows 11,53890.0,69000.0,21.0,3.9,9.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Hardware Service,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itm23d84e15561c4?pid=COMGWFY5FAPTFVVQ&lid=LSTCOMGWFY5FAPTFVVQ39LEZR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_813&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGWFY5FAPTFVVQ.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.65
"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz/50 TGP) K3605ZC-MB542WS Gaming Laptop (16 Inch, Silver, 1.80 Kg, With MS Office)",Asus,vivobook,intel core i5 12th gen 12450h,NVIDIA GeForce RTX 3050,16 gb,512 gb,16 inch,1.80 kg,windows 11,68990.0,92990.0,25.0,4.2,53.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-16x-creator-intel-h-series-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-50-tgp-k3605zc-mb542ws-gaming-laptop/p/itme304c469918e6?pid=COMGZMKF3UAXVYU9&lid=LSTCOMGZMKF3UAXVYU97BQ2PQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_814&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGZMKF3UAXVYU9.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.8
"Infinix INBook X2 Plus Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop (15.6 Inch, Grey, 1.58 Kg)",Infinix,,intel core i7 11th gen 1195g,,16 gb,512 gb,15.6 inch,1.58 kg,windows 11,57990.0,79990.0,27.0,3.9,17.0,Intel Core i7 Processor (11th Gen) | 16 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/infinix-inbook-x2-plus-intel-core-i7-11th-gen-1195g7-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm0f6960b424a46?pid=COMGGQE9PBFRZWQF&lid=LSTCOMGGQE9PBFRZWQFI7UUFD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_815&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGGQE9PBFRZWQF.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.58
"HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop (15.6 inch, Silver, 1.5 kg, With MS Office)",Hp,,ryzen 3,,8 gb,512 gb,15.6 inch,1.5 kg,windows 11,32490.0,49990.0,35.0,4.7,0.0,"AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Onsite Warranty",https://www.flipkart.com/hp-15-2025-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm4d7551a2d065b?pid=COMHDPMSUGB8NUNP&lid=LSTCOMHDPMSUGB8NUNPBRNVIU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_816&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMHDPMSUGB8NUNP.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.5
"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-C0BZ Chromebook (15.6 inch, Silver, 1.45 Kg)",Acer,chromebook,intel celeron dual core n4500,,8 gb,128 gb,15.6 inch,1.45 kg,chrome os,13990.0,33999.0,58.0,3.8,177.0,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_817&otracker=search&fm=organic&iid=en_pRDonK9_NcEaVgdWYewR61F712-Lxd9HiA4F45vqjz-AoGeK37IKp8-nTBbAnjzA6tO2P3oHNvAYdCAitsYj2_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=k4om5lhyjk0000001765368825354&qH=c06ea84a1e3dc3c6,8.0,128.0,15.6,1.45
"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek kompanio 520,,4 gb,,11.6 inch,1.23 kg,chrome os,9999.0,16298.0,38.0,4.0,139.0,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAAREQMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_818&otracker=search&fm=organic&iid=en_pRDonK9_NcEaVgdWYewR61F712-Lxd9HiA4F45vqjz8hjhA0SRe4r67NuNuN8-MCdrb39nR3PwPf8g70Kblht_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=k4om5lhyjk0000001765368825354&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"ASUS Vivobook S 14 Intel EVO H-Series, with Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY542WS Thin and Light Laptop (14 inch, Indie Black, 1.50 Kg)",Asus,vivobook,intel core i5 12th gen 12500h,,16 gb,512 gb,14 inch,1.50 kg,windows 11,65990.0,86990.0,24.0,4.4,208.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-backlit-keyboard-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-ly542ws-thin-light-laptop/p/itmfee55947a37e1?pid=COMGNY4VRQEC4XHH&lid=LSTCOMGNY4VRQEC4XHHDXXYGU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_819&otracker=search&fm=organic&iid=f86a25f1-a99c-4e7f-b3ae-11ed80253396.COMGNY4VRQEC4XHH.SEARCH&ppt=sp&ppn=sp&ssid=k4om5lhyjk0000001765368825354&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.5
